# Residuals     
# Time          	p               	sigmaxx         	sigmaxy         	sigmayy         	sigmazz         
14.87           	1.06728210e-01	4.05811520e-05	1.08311570e-04	1.28107920e-04	0.00000000e+00
14.875          	1.95637040e-01	4.07706810e-05	1.08491480e-04	9.65152070e-05	0.00000000e+00
14.88           	1.83507200e-01	4.09591040e-05	1.08669610e-04	9.65286650e-05	0.00000000e+00
14.885          	2.78127020e-01	4.11464280e-05	1.08845970e-04	1.26869200e-04	0.00000000e+00
14.89           	3.91328940e-01	4.13326590e-05	1.09020580e-04	8.21156120e-05	0.00000000e+00
14.895          	1.37258940e-01	4.15177810e-05	1.09193410e-04	9.72470790e-05	0.00000000e+00
14.9            	1.05180500e-01	4.17018110e-05	1.09364480e-04	8.72269330e-05	0.00000000e+00
14.905          	2.29734120e-01	4.18847390e-05	1.09533790e-04	5.94971090e-05	0.00000000e+00
14.91           	3.11491260e-01	4.20665620e-05	1.09701320e-04	8.52982330e-05	0.00000000e+00
14.915          	3.01571670e-01	4.22472900e-05	1.09867090e-04	6.11520030e-05	0.00000000e+00
14.92           	1.11923430e-01	4.24269200e-05	1.10031100e-04	8.06216100e-05	0.00000000e+00
14.925          	1.06384850e-01	4.26054580e-05	1.10193370e-04	7.27508350e-05	0.00000000e+00
14.93           	1.08180330e-01	4.27828940e-05	1.10353880e-04	6.04670430e-05	0.00000000e+00
14.935          	2.87448520e-01	4.29592330e-05	1.10512620e-04	5.22520620e-05	0.00000000e+00
14.94           	2.80082390e-01	4.31344700e-05	1.10669600e-04	7.33814480e-05	0.00000000e+00
14.945          	2.34545360e-01	4.33086180e-05	1.10824840e-04	1.10646960e-04	0.00000000e+00
14.95           	1.35563290e-01	4.34816630e-05	1.10978310e-04	9.99290190e-05	0.00000000e+00
14.955          	7.44091890e-02	4.36536160e-05	1.11130040e-04	9.04402990e-05	0.00000000e+00
14.96           	1.48927590e-01	4.38244790e-05	1.11280030e-04	1.00402440e-04	0.00000000e+00
14.965          	1.61669400e-01	4.39942400e-05	1.11428260e-04	8.48839250e-05	0.00000000e+00
14.97           	1.36450870e-01	4.41629140e-05	1.11574750e-04	1.06385500e-04	0.00000000e+00
14.975          	1.03406170e-01	4.43304870e-05	1.11719480e-04	1.29662220e-04	0.00000000e+00
14.98           	7.02107470e-02	4.44969750e-05	1.11862490e-04	1.38763520e-04	0.00000000e+00
14.985          	2.08427970e-01	4.46623670e-05	1.12003750e-04	1.14166930e-04	0.00000000e+00
14.99           	9.07094640e-02	4.48266670e-05	1.12143270e-04	1.49642620e-04	0.00000000e+00
14.995          	2.28451890e-01	4.49898750e-05	1.12281050e-04	2.17127980e-04	0.00000000e+00
15              	9.75733350e-02	4.51519870e-05	1.12417080e-04	1.32736700e-04	0.00000000e+00
15.005          	2.01741160e-01	4.53130120e-05	1.12551380e-04	1.06544300e-04	0.00000000e+00
15.01           	2.18931010e-01	4.54729540e-05	1.12683960e-04	9.71370020e-05	0.00000000e+00
15.015          	2.11230970e-01	4.56317990e-05	1.12814790e-04	1.20581300e-04	0.00000000e+00
15.02           	4.56386000e-01	4.57895620e-05	1.12943910e-04	9.65507640e-05	0.00000000e+00
15.025          	3.01638530e-01	4.59462350e-05	1.13071300e-04	8.02615630e-05	0.00000000e+00
15.03           	1.65242890e-01	4.61018150e-05	1.13196940e-04	1.09803520e-04	0.00000000e+00
15.035          	3.46650750e-01	4.62563120e-05	1.13320860e-04	1.25976250e-04	0.00000000e+00
15.04           	1.87395940e-01	4.64097230e-05	1.13443060e-04	7.50630300e-05	0.00000000e+00
15.045          	2.03547250e-01	4.65620500e-05	1.13563550e-04	9.89277220e-05	0.00000000e+00
15.05           	7.29555550e-02	4.67132980e-05	1.13682320e-04	1.16091340e-04	0.00000000e+00
15.055          	7.84382640e-02	4.68634530e-05	1.13799360e-04	1.29831640e-04	0.00000000e+00
15.06           	1.66394110e-01	4.70125320e-05	1.13914700e-04	1.42231260e-04	0.00000000e+00
15.065          	2.44058110e-01	4.71605210e-05	1.14028300e-04	1.15791550e-04	0.00000000e+00
15.07           	1.49972320e-01	4.73074310e-05	1.14140200e-04	1.29902110e-04	0.00000000e+00
15.075          	1.09232840e-01	4.74532670e-05	1.14250410e-04	1.49509800e-04	0.00000000e+00
15.08           	1.36261340e-01	4.75980190e-05	1.14358890e-04	1.42142500e-04	0.00000000e+00
15.085          	1.07616570e-01	4.77416840e-05	1.14465650e-04	1.73306710e-04	0.00000000e+00
15.09           	7.27725560e-02	4.78842750e-05	1.14570720e-04	1.16725510e-04	0.00000000e+00
15.095          	5.61005780e-02	4.80257880e-05	1.14674090e-04	1.94641670e-04	0.00000000e+00
15.1            	1.50164440e-01	4.81662310e-05	1.14775770e-04	1.58024820e-04	0.00000000e+00
15.105          	1.80769390e-01	4.83055880e-05	1.14875720e-04	1.43920440e-04	0.00000000e+00
15.11           	8.47013490e-02	4.84438720e-05	1.14973990e-04	1.59481420e-04	0.00000000e+00
15.115          	2.45006380e-01	4.85810880e-05	1.15070580e-04	1.64203540e-04	0.00000000e+00
15.12           	1.12072560e-01	4.87172210e-05	1.15165450e-04	1.56815320e-04	0.00000000e+00
15.125          	1.72343410e-01	4.88522840e-05	1.15258640e-04	1.68520760e-04	0.00000000e+00
15.13           	3.91457470e-01	4.89862760e-05	1.15350140e-04	1.67876370e-04	0.00000000e+00
15.135          	1.93021900e-01	4.91192020e-05	1.15439960e-04	1.70319500e-04	0.00000000e+00
15.14           	1.02757480e-01	4.92510550e-05	1.15528100e-04	1.66014970e-04	0.00000000e+00
15.145          	7.02601400e-02	4.93818310e-05	1.15614530e-04	1.93570640e-04	0.00000000e+00
15.15           	1.06440720e-01	4.95115430e-05	1.15699300e-04	1.69829550e-04	0.00000000e+00
15.155          	1.01852340e-01	4.96401870e-05	1.15782380e-04	2.18335870e-04	0.00000000e+00
15.16           	1.01862930e-01	4.97677660e-05	1.15863790e-04	1.22977290e-04	0.00000000e+00
15.165          	9.98846130e-02	4.98942790e-05	1.15943530e-04	1.34295170e-04	0.00000000e+00
15.17           	1.24380980e-01	5.00197330e-05	1.16021610e-04	1.44005980e-04	0.00000000e+00
15.175          	1.15081630e-01	5.01441200e-05	1.16098010e-04	1.51348010e-04	0.00000000e+00
15.18           	5.29776160e-02	5.02674430e-05	1.16172740e-04	1.75497340e-04	0.00000000e+00
15.185          	1.51241210e-01	5.03897030e-05	1.16245800e-04	2.38711550e-04	0.00000000e+00
15.19           	2.84209060e-01	5.05108970e-05	1.16317190e-04	2.18518590e-04	0.00000000e+00
15.195          	2.25601320e-01	5.06310410e-05	1.16386940e-04	1.74410810e-04	0.00000000e+00
15.2            	3.44506330e-01	5.07501230e-05	1.16455020e-04	1.67395790e-04	0.00000000e+00
15.205          	1.17972160e-01	5.08681470e-05	1.16521440e-04	1.58037100e-04	0.00000000e+00
15.21           	3.59535250e-01	5.09851080e-05	1.16586200e-04	1.08224500e-04	0.00000000e+00
15.215          	3.23839630e-01	5.11010230e-05	1.16649330e-04	1.01961030e-04	0.00000000e+00
15.22           	1.20202350e-01	5.12158750e-05	1.16710790e-04	1.25953450e-04	0.00000000e+00
15.225          	1.85778370e-01	5.13296770e-05	1.16770610e-04	1.05936380e-04	0.00000000e+00
15.23           	4.37543180e-01	5.14424330e-05	1.16828800e-04	1.11734840e-04	0.00000000e+00
15.235          	1.26774230e-01	5.15541350e-05	1.16885340e-04	7.98069290e-05	0.00000000e+00
15.24           	1.03082770e-01	5.16647790e-05	1.16940230e-04	6.00074620e-05	0.00000000e+00
15.245          	1.61545020e-01	5.17743840e-05	1.16993500e-04	5.91621380e-05	0.00000000e+00
15.25           	3.86507820e-01	5.18829320e-05	1.17045110e-04	9.47018840e-05	0.00000000e+00
15.255          	1.12376970e-01	5.19904360e-05	1.17095100e-04	5.85466980e-05	0.00000000e+00
15.26           	1.16571370e-01	5.20969020e-05	1.17143480e-04	4.73247690e-05	0.00000000e+00
15.265          	1.47817420e-01	5.22023130e-05	1.17190200e-04	6.76366440e-05	0.00000000e+00
15.27           	1.16083070e-01	5.23066850e-05	1.17235310e-04	1.15901560e-04	0.00000000e+00
15.275          	9.61732960e-02	5.24100200e-05	1.17278810e-04	6.63951870e-05	0.00000000e+00
15.28           	7.62984910e-02	5.25123060e-05	1.17320670e-04	9.41224740e-05	0.00000000e+00
15.285          	1.77901450e-01	5.26135540e-05	1.17360920e-04	7.08570010e-05	0.00000000e+00
15.29           	2.00500780e-01	5.27137710e-05	1.17399580e-04	6.01098840e-05	0.00000000e+00
15.295          	4.37694180e-01	5.28129410e-05	1.17436590e-04	5.64346030e-05	0.00000000e+00
15.3            	8.77787970e-02	5.29110770e-05	1.17472010e-04	6.32857750e-05	0.00000000e+00
15.305          	9.48651750e-02	5.30081860e-05	1.17505830e-04	9.38913170e-05	0.00000000e+00
15.31           	3.08588990e-01	5.31042510e-05	1.17538030e-04	5.55502910e-05	0.00000000e+00
15.315          	2.07529120e-01	5.31992870e-05	1.17568630e-04	3.68362780e-05	0.00000000e+00
15.32           	1.33001710e-01	5.32932990e-05	1.17597650e-04	7.55337680e-05	0.00000000e+00
15.325          	1.09577200e-01	5.33862710e-05	1.17625050e-04	3.99079900e-05	0.00000000e+00
15.33           	2.97709380e-01	5.34782180e-05	1.17650860e-04	1.03812080e-04	0.00000000e+00
15.335          	1.60981840e-01	5.35691380e-05	1.17675090e-04	7.52678120e-05	0.00000000e+00
15.34           	2.66044170e-01	5.36590330e-05	1.17697720e-04	6.97290800e-05	0.00000000e+00
15.345          	4.00719900e-01	5.37479030e-05	1.17718780e-04	7.79878700e-05	0.00000000e+00
15.35           	1.43784270e-01	5.38357570e-05	1.17738260e-04	7.03058780e-05	0.00000000e+00
15.355          	3.21037830e-01	5.39225840e-05	1.17756160e-04	1.68011740e-04	0.00000000e+00
15.36           	2.06217500e-01	5.40083900e-05	1.17772470e-04	8.13580020e-05	0.00000000e+00
15.365          	1.02507020e-01	5.40931760e-05	1.17787210e-04	6.79246530e-05	0.00000000e+00
15.37           	1.18392930e-01	5.41769430e-05	1.17800380e-04	1.00020180e-04	0.00000000e+00
15.375          	1.65610260e-01	5.42596950e-05	1.17811980e-04	7.57116880e-05	0.00000000e+00
15.38           	1.16629220e-01	5.43414250e-05	1.17822000e-04	1.02286490e-04	0.00000000e+00
15.385          	2.08765110e-01	5.44221460e-05	1.17830470e-04	7.60190580e-05	0.00000000e+00
15.39           	2.81529600e-01	5.45018560e-05	1.17837380e-04	9.86218000e-05	0.00000000e+00
15.395          	1.67868280e-01	5.45805550e-05	1.17842740e-04	8.85956770e-05	0.00000000e+00
15.4            	1.25327710e-01	5.46582450e-05	1.17846540e-04	1.00937270e-04	0.00000000e+00
15.405          	1.54027610e-01	5.47349280e-05	1.17848790e-04	1.51726680e-04	0.00000000e+00
15.41           	1.14563800e-01	5.48106030e-05	1.17849490e-04	6.86124560e-05	0.00000000e+00
15.415          	6.10243050e-02	5.48852740e-05	1.17848650e-04	8.31071130e-05	0.00000000e+00
15.42           	7.20672330e-02	5.49589410e-05	1.17846260e-04	1.10713280e-04	0.00000000e+00
15.425          	1.32441650e-01	5.50316060e-05	1.17842340e-04	9.51054310e-05	0.00000000e+00
15.43           	1.93457040e-01	5.51032760e-05	1.17836890e-04	9.92443900e-05	0.00000000e+00
15.435          	9.28712010e-02	5.51739370e-05	1.17829890e-04	8.53835320e-05	0.00000000e+00
15.44           	1.69535370e-01	5.52436090e-05	1.17821380e-04	9.49005290e-05	0.00000000e+00
15.445          	1.16341090e-01	5.53122760e-05	1.17811310e-04	1.02033670e-04	0.00000000e+00
15.45           	2.81172760e-01	5.53799570e-05	1.17799750e-04	8.25946970e-05	0.00000000e+00
15.455          	5.33221970e-02	5.54466410e-05	1.17786660e-04	7.73127010e-05	0.00000000e+00
15.46           	1.75609530e-01	5.55123270e-05	1.17772030e-04	7.36543510e-05	0.00000000e+00
15.465          	1.25628000e-01	5.55770270e-05	1.17755890e-04	9.29877320e-05	0.00000000e+00
15.47           	1.71893930e-01	5.56407390e-05	1.17738250e-04	1.24048380e-04	0.00000000e+00
15.475          	2.16563160e-01	5.57034710e-05	1.17719110e-04	1.10380850e-04	0.00000000e+00
15.48           	6.89150810e-02	5.57652130e-05	1.17698460e-04	1.13055680e-04	0.00000000e+00
15.485          	1.44063090e-01	5.58259710e-05	1.17676310e-04	1.17892770e-04	0.00000000e+00
15.49           	1.44886750e-01	5.58857450e-05	1.17652650e-04	1.29210450e-04	0.00000000e+00
15.495          	2.10198250e-01	5.59445390e-05	1.17627490e-04	1.28353960e-04	0.00000000e+00
15.5            	7.85865780e-02	5.60023530e-05	1.17600850e-04	1.35015420e-04	0.00000000e+00
15.505          	2.59278750e-01	5.60591840e-05	1.17572700e-04	1.07423010e-04	0.00000000e+00
15.51           	3.97230640e-01	5.61150500e-05	1.17543080e-04	1.61103000e-04	0.00000000e+00
15.515          	1.34376680e-01	5.61699380e-05	1.17511980e-04	1.19496130e-04	0.00000000e+00
15.52           	1.65803700e-01	5.62238460e-05	1.17479380e-04	1.02103740e-04	0.00000000e+00
15.525          	2.07711880e-01	5.62767880e-05	1.17445310e-04	8.20651850e-05	0.00000000e+00
15.53           	1.04458640e-01	5.63287610e-05	1.17409780e-04	9.00506400e-05	0.00000000e+00
15.535          	1.80282650e-01	5.63797730e-05	1.17372780e-04	7.80217100e-05	0.00000000e+00
15.54           	1.77598150e-01	5.64298160e-05	1.17334310e-04	9.75882530e-05	0.00000000e+00
15.545          	1.19379750e-01	5.64788860e-05	1.17294360e-04	6.28347290e-05	0.00000000e+00
15.55           	1.24475950e-01	5.65270040e-05	1.17252970e-04	8.00151480e-05	0.00000000e+00
15.555          	1.09407040e-01	5.65741580e-05	1.17210120e-04	6.39627720e-05	0.00000000e+00
15.56           	1.39365570e-01	5.66203450e-05	1.17165800e-04	9.88474860e-05	0.00000000e+00
15.565          	1.01317170e-01	5.66655780e-05	1.17120040e-04	1.01741450e-04	0.00000000e+00
15.57           	1.28349940e-01	5.67098640e-05	1.17072840e-04	7.74671670e-05	0.00000000e+00
15.575          	1.99787150e-01	5.67531850e-05	1.17024180e-04	9.90430360e-05	0.00000000e+00
15.58           	1.36944880e-01	5.67955630e-05	1.16974100e-04	6.94916130e-05	0.00000000e+00
15.585          	8.55763910e-02	5.68369870e-05	1.16922580e-04	6.75203220e-05	0.00000000e+00
15.59           	2.96688830e-01	5.68774540e-05	1.16869610e-04	5.68831680e-05	0.00000000e+00
15.595          	1.65762690e-01	5.69169850e-05	1.16815230e-04	8.14744290e-05	0.00000000e+00
15.6            	1.46337830e-01	5.69555670e-05	1.16759410e-04	8.00799940e-05	0.00000000e+00
15.605          	1.45505740e-01	5.69931990e-05	1.16702160e-04	5.87008020e-05	0.00000000e+00
15.61           	1.57846560e-01	5.70298920e-05	1.16643500e-04	8.26453500e-05	0.00000000e+00
15.615          	2.18459650e-01	5.70656530e-05	1.16583440e-04	5.23429700e-05	0.00000000e+00
15.62           	1.37664070e-01	5.71004650e-05	1.16521940e-04	5.50197280e-05	0.00000000e+00
15.625          	2.32864190e-01	5.71343440e-05	1.16459040e-04	6.98754900e-05	0.00000000e+00
15.63           	1.62165090e-01	5.71672890e-05	1.16394740e-04	8.33912680e-05	0.00000000e+00
15.635          	1.61283890e-01	5.71993080e-05	1.16329040e-04	5.43652910e-05	0.00000000e+00
15.64           	1.39851760e-01	5.72303860e-05	1.16261930e-04	1.34774350e-04	0.00000000e+00
15.645          	1.09651770e-01	5.72605430e-05	1.16193440e-04	6.44691800e-05	0.00000000e+00
15.65           	2.08598040e-01	5.72897640e-05	1.16123550e-04	5.63654400e-05	0.00000000e+00
15.655          	7.53043420e-02	5.73180680e-05	1.16052280e-04	8.25423510e-05	0.00000000e+00
15.66           	2.33504690e-01	5.73454450e-05	1.15979620e-04	1.01569350e-04	0.00000000e+00
15.665          	1.06353650e-01	5.73719000e-05	1.15905580e-04	5.60781980e-05	0.00000000e+00
15.67           	2.14422760e-01	5.73974270e-05	1.15830150e-04	6.27139220e-05	0.00000000e+00
15.675          	1.40935920e-01	5.74220470e-05	1.15753370e-04	4.47414210e-05	0.00000000e+00
15.68           	1.34331010e-01	5.74457420e-05	1.15675190e-04	7.14602610e-05	0.00000000e+00
15.685          	1.39840330e-01	5.74685310e-05	1.15595670e-04	1.50921660e-04	0.00000000e+00
15.69           	2.82678570e-01	5.74903990e-05	1.15514770e-04	5.63243920e-05	0.00000000e+00
15.695          	9.90398470e-02	5.75113660e-05	1.15432540e-04	3.69245720e-05	0.00000000e+00
15.7            	9.83071130e-02	5.75314210e-05	1.15348930e-04	7.17010250e-05	0.00000000e+00
15.705          	1.56595120e-01	5.75505610e-05	1.15263970e-04	7.94865890e-05	0.00000000e+00
15.71           	1.64293700e-01	5.75688010e-05	1.15177660e-04	4.53697480e-05	0.00000000e+00
15.715          	1.27016170e-01	5.75861390e-05	1.15090010e-04	5.81725390e-05	0.00000000e+00
15.72           	1.03256420e-01	5.76025760e-05	1.15001020e-04	1.26735490e-04	0.00000000e+00
15.725          	1.59656100e-01	5.76181210e-05	1.14910710e-04	5.76703500e-05	0.00000000e+00
15.73           	9.77010660e-02	5.76327580e-05	1.14819050e-04	7.42419520e-05	0.00000000e+00
15.735          	1.66611100e-01	5.76465090e-05	1.14726070e-04	4.52906470e-05	0.00000000e+00
15.74           	2.13946710e-01	5.76593640e-05	1.14631770e-04	7.62191780e-05	0.00000000e+00
15.745          	1.14694650e-01	5.76713260e-05	1.14536130e-04	6.11586800e-05	0.00000000e+00
15.75           	1.20646870e-01	5.76823930e-05	1.14439170e-04	7.22503500e-05	0.00000000e+00
15.755          	1.60594920e-01	5.76925820e-05	1.14340920e-04	8.05706470e-05	0.00000000e+00
15.76           	2.54393790e-01	5.77018830e-05	1.14241350e-04	6.76958840e-05	0.00000000e+00
15.765          	1.01025390e-01	5.77102940e-05	1.14140460e-04	1.14877180e-04	0.00000000e+00
15.77           	1.69727000e-01	5.77178330e-05	1.14038280e-04	6.36868740e-05	0.00000000e+00
15.775          	1.01823220e-01	5.77244910e-05	1.13934800e-04	1.00628090e-04	0.00000000e+00
15.78           	2.87879960e-01	5.77302700e-05	1.13830030e-04	6.36050430e-05	0.00000000e+00
15.785          	1.95234880e-01	5.77351660e-05	1.13723950e-04	8.29121020e-05	0.00000000e+00
15.79           	1.22603690e-01	5.77392010e-05	1.13616610e-04	5.22267190e-05	0.00000000e+00
15.795          	1.05262600e-01	5.77423540e-05	1.13507960e-04	9.80161230e-05	0.00000000e+00
15.8            	3.70129020e-01	5.77446480e-05	1.13398060e-04	7.15442390e-05	0.00000000e+00
15.805          	6.98650620e-02	5.77460660e-05	1.13286860e-04	5.75214080e-05	0.00000000e+00
15.81           	1.65639180e-01	5.77466270e-05	1.13174410e-04	7.81982370e-05	0.00000000e+00
15.815          	9.55849510e-02	5.77463160e-05	1.13060670e-04	7.71620950e-05	0.00000000e+00
15.82           	3.27497280e-01	5.77451540e-05	1.12945680e-04	8.43003370e-05	0.00000000e+00
15.825          	1.92696390e-01	5.77431300e-05	1.12829440e-04	7.07295640e-05	0.00000000e+00
15.83           	2.69213200e-01	5.77402470e-05	1.12711930e-04	6.52096050e-05	0.00000000e+00
15.835          	1.20680210e-01	5.77365030e-05	1.12593160e-04	1.55566720e-04	0.00000000e+00
15.84           	1.25806890e-01	5.77319170e-05	1.12473160e-04	6.76380660e-05	0.00000000e+00
15.845          	1.09612030e-01	5.77264770e-05	1.12351910e-04	1.03602720e-04	0.00000000e+00
15.85           	7.08732160e-02	5.77201810e-05	1.12229410e-04	8.36107310e-05	0.00000000e+00
15.855          	1.01729850e-01	5.77130430e-05	1.12105680e-04	1.31524720e-04	0.00000000e+00
15.86           	8.07310110e-02	5.77050610e-05	1.11980730e-04	1.27527690e-04	0.00000000e+00
15.865          	8.23504070e-02	5.76962440e-05	1.11854560e-04	9.75275500e-05	0.00000000e+00
15.87           	3.45602920e-01	5.76865770e-05	1.11727140e-04	1.20497470e-04	0.00000000e+00
15.875          	4.01309050e-01	5.76760740e-05	1.11598510e-04	8.65456580e-05	0.00000000e+00
15.88           	1.96771040e-01	5.76647370e-05	1.11468670e-04	1.08372320e-04	0.00000000e+00
15.885          	1.81200830e-01	5.76525720e-05	1.11337620e-04	1.32236830e-04	0.00000000e+00
15.89           	1.14265000e-01	5.76395650e-05	1.11205350e-04	9.51388190e-05	0.00000000e+00
15.895          	9.96533180e-02	5.76257320e-05	1.11071890e-04	1.08662260e-04	0.00000000e+00
15.9            	1.07338670e-01	5.76110720e-05	1.10937220e-04	9.66781330e-05	0.00000000e+00
15.905          	1.04081960e-01	5.75955940e-05	1.10801380e-04	1.04525730e-04	0.00000000e+00
15.91           	1.76187240e-01	5.75792820e-05	1.10664320e-04	9.53625780e-05	0.00000000e+00
15.915          	3.18383640e-01	5.75621520e-05	1.10526080e-04	1.25252890e-04	0.00000000e+00
15.92           	1.00267070e-01	5.75442110e-05	1.10386670e-04	1.46294470e-04	0.00000000e+00
15.925          	1.71861430e-01	5.75254430e-05	1.10246070e-04	8.26839550e-05	0.00000000e+00
15.93           	2.31842400e-01	5.75058640e-05	1.10104290e-04	1.20529500e-04	0.00000000e+00
15.935          	1.33744100e-01	5.74854800e-05	1.09961360e-04	8.82357570e-05	0.00000000e+00
15.94           	1.63047190e-01	5.74642750e-05	1.09817250e-04	8.70978810e-05	0.00000000e+00
15.945          	3.20854490e-01	5.74422720e-05	1.09671990e-04	7.52543130e-05	0.00000000e+00
15.95           	2.00243890e-01	5.74194610e-05	1.09525560e-04	7.31124200e-05	0.00000000e+00
15.955          	1.26948860e-01	5.73958440e-05	1.09377980e-04	9.10506830e-05	0.00000000e+00
15.96           	1.34556530e-01	5.73714270e-05	1.09229250e-04	7.50852280e-05	0.00000000e+00
15.965          	1.88119070e-01	5.73462100e-05	1.09079380e-04	1.00273190e-04	0.00000000e+00
15.97           	2.75959750e-01	5.73201900e-05	1.08928350e-04	9.17952170e-05	0.00000000e+00
15.975          	1.01834340e-01	5.72933800e-05	1.08776190e-04	9.79015990e-05	0.00000000e+00
15.98           	1.83237180e-01	5.72657790e-05	1.08622900e-04	8.90661110e-05	0.00000000e+00
15.985          	1.41830540e-01	5.72373940e-05	1.08468500e-04	9.37713350e-05	0.00000000e+00
15.99           	2.43557590e-01	5.72082120e-05	1.08312950e-04	8.48733220e-05	0.00000000e+00
15.995          	1.79407510e-01	5.71782530e-05	1.08156300e-04	8.80089710e-05	0.00000000e+00
16              	1.03191280e-01	5.71475010e-05	1.07998520e-04	8.01392580e-05	0.00000000e+00
16.005          	6.89733290e-02	5.71159720e-05	1.07839630e-04	1.00960250e-04	0.00000000e+00
16.01           	1.88024500e-01	5.70836700e-05	1.07679650e-04	6.08382920e-05	0.00000000e+00
16.015          	1.29846170e-01	5.70505890e-05	1.07518560e-04	1.16961660e-04	0.00000000e+00
16.02           	1.21451020e-01	5.70167250e-05	1.07356360e-04	8.96401080e-05	0.00000000e+00
16.025          	1.33981440e-01	5.69821000e-05	1.07193080e-04	9.99045860e-05	0.00000000e+00
16.03           	1.54951350e-01	5.69467020e-05	1.07028700e-04	1.04104290e-04	0.00000000e+00
16.035          	1.73913440e-01	5.69105360e-05	1.06863240e-04	1.14377690e-04	0.00000000e+00
16.04           	1.93255770e-01	5.68736040e-05	1.06696700e-04	7.05536370e-05	0.00000000e+00
16.045          	1.28306480e-01	5.68359020e-05	1.06529060e-04	1.17406400e-04	0.00000000e+00
16.05           	1.91313240e-01	5.67974510e-05	1.06360380e-04	9.83238990e-05	0.00000000e+00
16.055          	1.52537920e-01	5.67582320e-05	1.06190610e-04	1.35831700e-04	0.00000000e+00
16.06           	1.94090030e-01	5.67182670e-05	1.06019790e-04	1.75183390e-04	0.00000000e+00
16.065          	1.71227380e-01	5.66775390e-05	1.05847900e-04	1.31459000e-04	0.00000000e+00
16.07           	1.92436250e-01	5.66360690e-05	1.05674960e-04	1.35279390e-04	0.00000000e+00
16.075          	2.94624620e-01	5.65938460e-05	1.05500980e-04	7.61554120e-05	0.00000000e+00
16.08           	5.92836130e-02	5.65508700e-05	1.05325930e-04	9.64057500e-05	0.00000000e+00
16.085          	2.33329020e-01	5.65071590e-05	1.05149850e-04	1.31327230e-04	0.00000000e+00
16.09           	3.15991520e-01	5.64627030e-05	1.04972740e-04	1.13749070e-04	0.00000000e+00
16.095          	1.09216530e-01	5.64175000e-05	1.04794580e-04	1.08092570e-04	0.00000000e+00
16.1            	2.08886980e-01	5.63715700e-05	1.04615400e-04	1.49352070e-04	0.00000000e+00
16.105          	1.41333640e-01	5.63249020e-05	1.04435200e-04	1.42404070e-04	0.00000000e+00
16.11           	1.90670530e-01	5.62775000e-05	1.04253980e-04	1.72425270e-04	0.00000000e+00
16.115          	3.23339160e-01	5.62293610e-05	1.04071730e-04	1.21686990e-04	0.00000000e+00
16.12           	1.17466180e-01	5.61805040e-05	1.03888480e-04	2.02389690e-04	0.00000000e+00
16.125          	1.57102220e-01	5.61309190e-05	1.03704220e-04	2.25956510e-04	0.00000000e+00
16.13           	1.37406400e-01	5.60806090e-05	1.03518960e-04	1.83363120e-04	0.00000000e+00
16.135          	1.44313250e-01	5.60295720e-05	1.03332690e-04	2.41034480e-04	0.00000000e+00
16.14           	1.57967040e-01	5.59778270e-05	1.03145450e-04	2.15635980e-04	0.00000000e+00
16.145          	8.65003760e-02	5.59253560e-05	1.02957200e-04	2.07361850e-04	0.00000000e+00
16.15           	1.00931030e-01	5.58721740e-05	1.02767970e-04	1.83913810e-04	0.00000000e+00
16.155          	1.59774620e-01	5.58182890e-05	1.02577770e-04	2.34442710e-04	0.00000000e+00
16.16           	3.93526250e-01	5.57636900e-05	1.02386590e-04	1.90563230e-04	0.00000000e+00
16.165          	3.13027560e-01	5.57083830e-05	1.02194440e-04	2.45328910e-04	0.00000000e+00
16.17           	2.77810040e-01	5.56523720e-05	1.02001320e-04	1.75199310e-04	0.00000000e+00
16.175          	1.13763400e-01	5.55956520e-05	1.01807220e-04	2.78168460e-04	0.00000000e+00
16.18           	2.03109400e-01	5.55382360e-05	1.01612170e-04	2.29686690e-04	0.00000000e+00
16.185          	1.22059790e-01	5.54801310e-05	1.01416190e-04	1.69883650e-04	0.00000000e+00
16.19           	6.95747620e-02	5.54213270e-05	1.01219250e-04	1.85456670e-04	0.00000000e+00
16.195          	1.63872660e-01	5.53618300e-05	1.01021360e-04	1.96444190e-04	0.00000000e+00
16.2            	9.16154940e-02	5.53016420e-05	1.00822530e-04	1.38807920e-04	0.00000000e+00
16.205          	1.55056350e-01	5.52407610e-05	1.00622760e-04	2.67425450e-04	0.00000000e+00
16.21           	1.73450010e-01	5.51791980e-05	1.00422060e-04	1.46574310e-04	0.00000000e+00
16.215          	2.16144870e-01	5.51169530e-05	1.00220440e-04	1.48368830e-04	0.00000000e+00
16.22           	1.48633760e-01	5.50540290e-05	1.00017900e-04	1.33424050e-04	0.00000000e+00
16.225          	1.17538820e-01	5.49904270e-05	9.98144370e-05	1.77197010e-04	0.00000000e+00
16.23           	2.58558850e-01	5.49261500e-05	9.96100650e-05	1.73540350e-04	0.00000000e+00
16.235          	1.44695490e-01	5.48612050e-05	9.94047960e-05	1.97424860e-04	0.00000000e+00
16.24           	2.24764670e-01	5.47955800e-05	9.91986040e-05	1.59583160e-04	0.00000000e+00
16.245          	2.87756750e-01	5.47292950e-05	9.89915290e-05	1.47450470e-04	0.00000000e+00
16.25           	5.18816210e-01	5.46623350e-05	9.87835430e-05	1.75765640e-04	0.00000000e+00
16.255          	1.04395660e-01	5.45947200e-05	9.85746830e-05	1.67563310e-04	0.00000000e+00
16.26           	2.62050640e-01	5.45264360e-05	9.83649210e-05	1.61656240e-04	0.00000000e+00
